Rank,Name,Country,Region,Affiliation,Age,Height,Weight
5160,Tyler Vasilescu,United States,North America East,CrossFit Norwalk,28,70 in,191 lb
5161,Francesco Merati,Italy,Europe,CrossFit 1995,32,184 cm,83 kg
5162,David Carrer,France,Europe,,25,173 cm,84 kg
5162,Jose Zumoza,Spain,Europe,FreeMove CrossFit,29,178 cm,81 kg
5164,Donovan Baker,Australia,Oceania,CrossFit Hervey Bay,34,184 cm,94 kg
5165,Clayton Jones,United States,North America East,CrossFit DT1,31,70 in,210 lb
5166,Paolo Belotti,Italy,Europe,Lab 3.0 CrossFit Palazzolo Sull’Oglio,25,,
5167,Sangjun Park,"Korea, Republic of",Asia,CrossFit MATE,35,178 cm,85 kg
5168,Nickolas Pappas,United States,North America West,CrossFit Fort Vancouver,32,72 in,240 lb
5169,Miguel Senior,United States,North America East,SUBU CrossFit,38,69 in,174 lb
5169,Jarek Bakken,United States,North America West,,30,68 in,175 lb
5171,Paul-Louis Heyraud,France,Europe,CrossFit Arc,30,,
5172,Lucas Brisseau,France,Europe,CrossFit Alea,30,187 cm,80 kg
5173,Aria Kazemimehr,Iran,Asia,,33,173 cm,83 kg
5174,Iván Sánchez,Colombia,South America,,33,,
5175,Mitchell Friend,Canada,North America East,,32,165 cm,150 lb
5176,Chance Schultz,United States,North America West,CrossFit Parts Unknown,27,72 in,195 lb
5177,Orlando Feria,Mexico,North America West,,29,169 cm,82 kg
5178,Michael Ellis,United States,North America West,CrossFit Sparrow,34,67 in,168 lb
5179,Andrew Milligan,Canada,North America East,Auxiliary CrossFit,32,,
5180,Hunter Johnson,United States,North America West,MidCity Athletics CrossFit,28,,
5181,Nicolas Lacroix,Canada,North America East,CrossFit Authentique,23,,
5182,Jeff Stover,United States,North America West,CrossFit Loud City,31,68 in,190 lb
5182,Dan Lapping,United Kingdom,Europe,,29,,
5184,Barrett Weber,United States,North America East,Chagrin Falls CrossFit,25,69 in,185 lb
5184,Patrick Fitzsimons,Australia,Oceania,CrossFit Active,34,175 cm,180 lb
5186,Luis Fernandez,Spain,Europe,Full CrossFit,34,,
5187,Mauro Costa,Angola,Africa,Ultimate Burn CrossFit,36,178 cm,87 kg
5188,Lubos Tomsovsky,Czech Republic,Europe,CrossFit 14000 South,32,,
5189,Tom Moffat,United Kingdom,Europe,,25,185 cm,90 kg
5190,Romain Kirch,France,Europe,CrossFit Corte,24,177 cm,73 kg
5191,Florian Castaing,France,Europe,The Bakery CrossFit,32,173 cm,77 kg
5191,Jacob Dumas,United States,North America West,CrossFit Loop,29,72 in,175 lb
5193,David ochoa,United States,North America East,,37,,
5193,Henk Booysen,South Africa,Africa,CrossFit Taniwha,31,173 cm,78 kg
5195,Tom Arnold,United Kingdom,Europe,CrossFit Reading,27,,
5196,Loïc Sarret,Switzerland,Europe,CrossFit 9 7 5,34,178 cm,84 kg
5197,Pete Lauria,United States,North America East,CrossFit By The Horns,34,71 in,182 lb
5198,John Wilson,United States,North America East,,33,67 in,172 lb
5199,Claudio Augusto,Portugal,Europe,CrossFit Black Edition,27,170 cm,69 kg
5200,Przemysław Bieliński,Poland,Europe,CrossFit Strong House,25,,
5200,Dan Smith,United Kingdom,Europe,,34,182 cm,210 lb
5202,Rob LaGrange,United States,North America West,CrossFit Fort Vancouver,36,72 in,205 lb
5203,Carl De Bruin,South Africa,Africa,CrossFit Tijger Valley,22,177 cm,78 kg
5204,Oscar Enrique Casillas,Mexico,North America West,,26,,
5205,Tyler Calia,United States,North America West,High Desert CrossFit,23,,
5205,Ben Brackenridge,Ireland,Europe,CrossFit Lisburn,28,178 cm,82 kg
5207,Jake Pinchback,United States,North America West,Renewed Strength CrossFit,32,68 in,172 lb
5208,Mohammed Hamdouni,Syrian Arab Republic,Asia,966 CrossFit,31,178 cm,90 kg
5209,Jason Trinh,Canada,North America West,CrossFit CL,38,64 in,158 lb
5209,Kelvin James,United Kingdom,Europe,CrossFit Penzance,32,,
5211,Timothy Brique,Switzerland,Europe,BF CrossFit,27,177 cm,84 kg
5211,Ilya Stavrov,Europe,Age 27,184 cm | 86 kg,27,184 cm,86 kg
5213,Leo Barillas,United States,North America West,Natural Selection CrossFit,38,63 in,148 lb
5214,Markus Bošek,Czech Republic,Europe,CrossFit GTPS,21,184 cm,90 kg
5215,Lucas Peterson,United States,North America West,Iridium CrossFit,36,71 in,200 lb
5216,Philippe Damljanovic,Serbia,Europe,CrossFit de la Paix,42,185 cm,91 kg
5217,Victor Gomez,Dominican Republic,North America East,STI CrossFit,25,69 in,190 lb
5218,Michael Desaules,Switzerland,Europe,CrossFit 9 7 5,33,,
5219,Marco Rossi,Italy,Europe,T-L CrossFit,32,186 cm,93 kg
5220,Tyler Hopkins,United States,North America East,CrossFit UNTD,25,75 in,222 lb
5221,Kacper Salek,Poland,Europe,CrossFit Strong House,19,,
5222,Manika Rodolfo,Brazil,South America,,31,,
5223,Drian Claassen,South Africa,Africa,CrossFit ACA,27,178 cm,82 kg
5223,Zackery Parris,United States,North America East,CrossFit Deep Well,29,70 in,185 lb
5225,Lloyd Hayes,United Kingdom,Europe,Danum CrossFit,31,187 cm,94 kg
5225,Max Johnson,Australia,Oceania,CrossFit Horizons,21,178 cm,75 kg
5225,Austin Schlessinger,United States,North America East,,25,70 in,190 lb
5228,Kevin Barraez,Venezuela,South America,,31,178 cm,198 lb
5229,Lee gwangHyun,"Korea, Republic of",Asia,CrossFit ON and ON,24,,
5230,Kade Snider,United States,North America West,XS CrossFit,26,,
5231,abel sandoval villanueva,Mexico,North America West,,28,,
5232,Chris Viel,Canada,North America East,CrossFit Cambridge,34,184 cm,213 lb
5233,Scott Kubo,United States,North America East,CrossFit Severance,32,73 in,200 lb
5234,Christopher Falholt,Denmark,Europe,,29,184 cm,80 kg
5235,Mikey Smith,United Kingdom,Europe,CrossFit Utopia,26,65 in,77 kg
5236,Henry Matthews,United States,North America East,CrossFit CHF,34,67 in,178 lb
5237,Orlando Dugarte,Venezuela,South America,CrossFit Thousand Oaks,29,175 cm,170 lb
5238,Dukwoong Kwon,"Korea, Republic of",Asia,CrossFit Chungju,23,,
5238,James Dunn,United Kingdom,Europe,CrossFit LDB,31,,
5240,Kazenov Abylaikhan,Kazakhstan,Asia,,27,,
5241,Loic Picard,France,Europe,Oski CrossFit,27,183 cm,88 kg
5241,Matt Kasuda,United States,North America West,BackCountry CrossFit,29,68 in,185 lb
5243,Mohammad Rajaie,Iran,Asia,,21,182 cm,86 kg
5243,Gustavo Geusti,Brazil,South America,CrossFit Red Java,27,,
5245,Ivan Pena,Spain,Europe,CrossFit Badalona,35,175 cm,74 kg
5246,Gonzalo Mainar,Spain,Europe,CrossFit Wezone Plaza Castilla,26,182 cm,86 kg
5247,Ramon Gysin,Switzerland,Europe,CrossFit Basel,39,176 cm,227 lb
5248,Josh Millar,Canada,North America East,CrossFit Summerside,33,70 in,190 lb
5249,Darrel Kessler,United States,North America West,Midwestern Built CrossFit,24,,
5250,James Pochin,United Kingdom,Europe,,32,69 in,76 kg
5251,General Hwang,"Korea, Republic of",Asia,Poss CrossFit,33,181 cm,98 kg
5252,Michael Lenaerts,Belgium,Europe,CrossFit W950,31,185 cm,90 kg
5253,Martijn de Jong,Netherlands,Europe,,33,182 cm,85 kg
5254,Lane Sanderson,Australia,Oceania,CrossFit Claremont,33,174 cm,80 kg
5255,Ryan Corbosiero,United States,North America East,CrossFit Bridge,37,,
5256,Josué Jiménez,Spain,Europe,CrossFit Leganes,33,190 cm,100 kg
5257,Michael Lanwehr,United States,North America East,Maxability Sports and CrossFit,34,68 in,180 lb
5258,Justas Pauga,Lithuania,Europe,,25,181 cm,93 kg
5259,Matthew Wilson,United States,North America West,CrossFit Iron Pelican,30,72 in,195 lb
5260,Paul Kiely,Australia,Oceania,CrossFit Hurstville,40,185 cm,93 kg
5261,Cody Duge,United States,North America East,CrossFit 585,33,,
5262,Matthew Schriber,United States,North America East,CrossFit Praus,27,68 in,203 lb
5263,Tyler Hardesty,United States,North America East,CrossFit Onerous,31,,
5264,Daniel Box,United States,North America East,CrossFit No'Ala,20,71 in,198 lb
5265,Jonathan Jerozal,United States,North America West,CrossFit Beach Box,28,72 in,205 lb
5266,Joshua Pedley,New Zealand,Oceania,Southern Peak CrossFit,22,73 in,88 kg
5266,Kyle McSherry,United States,North America East,CrossFit Currahee,32,67 in,183 lb
5268,Park Jihun,"Korea, Republic of",Asia,CrossFit Pado,30,177 cm,68 kg
5268,Joe Flach,United Kingdom,Europe,CrossFit Fearnaught,28,185 cm,90 kg
5270,Dave Driskell,United States,North America East,CrossFit Wanderlust,44,72 in,91 kg
5271,Björn Rautenberg,Germany,Europe,CrossFit Circus Maximus,31,184 cm,88 kg
5272,Andy Keum,"Korea, Republic of",Asia,CrossFit Gangnam,41,175 cm,78 kg
5273,Philipp Kirchberg,Germany,Europe,CrossFit Muehlheim-Main,31,178 cm,80 kg
5274,Alex Kohlscheen,Germany,Europe,CrossFit Celle,28,182 cm,95 kg
5274,Franco Duboc,Peru,South America,CrossFit Unbounded,32,70 in,185 lb
5276,Ramon Toledo,Brazil,South America,CrossFit Juiz de Fora,30,165 cm,73 kg
5277,Henrik Michaelsen,Canada,North America East,,35,76 in,200 lb
5277,Phil Mataj,United Kingdom,Europe,CrossFit Chew Valley,26,183 cm,91 kg
5277,Matthew DiFede,United States,North America West,,34,,
5280,Daniel Pinkerton jr,United States,North America West,CrossFit 313,29,70 in,190 lb
5281,Sergio Jerónimo López García,Spain,Europe,Green Horse CrossFit Center,29,177 cm,76 kg
5281,Coty Goble,United States,North America West,CrossFit Fair Oaks Ranch,33,,
5283,Jordan Gray,United States,North America East,CrossFit Fannin,27,72 in,185 lb
5284,Adam Smith,United Kingdom,Europe,CrossFit Spitfire,34,183 cm,90 kg
5284,Austin Brewer,United States,North America East,CrossFit NukeTown,26,69 in,190 lb
5286,Marius De Kock,South Africa,Africa,,25,,
5287,Rafael Marini,Australia,Oceania,CrossFit Diamond Valley,34,,
5288,Christopher LaCorte,United States,North America East,CrossFit AP,32,,
5288,Michael Thomas,United States,North America East,CrossFit Nashville,26,71 in,190 lb
5290,Lamar Lawson,United States,North America West,Okie CrossFit,28,67 in,175 lb
5291,Agustin Coto Dos Santos,Spain,Europe,,23,,
5291,Daniel Mijares,Venezuela,South America,Speck CrossFit CCS,25,174 cm,91 kg
5293,Nicholas Reiter,Australia,Oceania,CrossFit Townsville,29,185 cm,80 kg
5294,Wesley Rogers,United States,North America East,CrossFit VU,26,67 in,165 lb
5295,Trevor Maloney,United States,North America East,CrossFit Bound,29,,
5296,Chad Maschinot,United States,North America East,CrossFit West Lafayette,32,69 in,185 lb
5297,Samuel Kirkeide,United States,North America West,ZooTown CrossFit,26,,
5298,Kane Kilmister,Australia,Oceania,CrossFit 2600,23,182 cm,83 kg
5298,Luke Hedlund,United States,North America West,,31,70 in,170 lb
5300,Pierre Xicluna,France,Europe,CrossFit Montendre,31,183 cm,101 kg
5301,Matthew Lamb,United Kingdom,Europe,CrossFit IOM,27,,
5302,Dmitriy Tokarev,Asia,Age 32,170 cm | 74 kg,32,170 cm,74 kg
5303,Woojin Jung,"Korea, Republic of",Asia,CrossFit Shooting Star,32,,
5304,Brock Leshon,United States,North America West,Tangletown CrossFit,28,67 in,190 lb
5305,Scott Beattie,Canada,North America East,CrossFit COL,29,71 in,202 lb
5306,Simone Bertani,Italy,Europe,CrossFit Team 059,33,167 cm,72 kg
5306,Roope Heikkila,Finland,Europe,CrossFit 10K,26,180 cm,87 kg
5308,Daniel Garcia,United States,North America West,CrossFit Costa Mesa,32,72 in,194 lb
5309,Jessy Sannier,France,Europe,CrossFit Naveli,27,184 cm,96 kg
5310,Jake Wright,United Kingdom,Europe,Two Tails CrossFit,32,,
5311,Dennis Katsman,United States,North America East,CrossFit PFT,25,69 in,175 lb
5312,Jonas Nord,Norway,Europe,CrossFit Fonix,34,171 cm,78 kg
5312,Alexander Lacy,United States,North America West,CrossFit Flagstaff,24,73 in,209 lb
5314,Drew Doak,New Zealand,Oceania,CrossFit Trailblazer,32,177 cm,88 kg
5315,Daniel Northmore,United Kingdom,Europe,CrossFit Temple,33,172 cm,83 kg
5316,Nicolas Brevi,France,Europe,CrossFit Graoully,25,,
5317,Jonathan Boulet,Canada,North America East,CrossFit Lac Beauport,37,74 in,194 lb
5317,Mike Draper,United States,North America West,Beaverton CrossFit,33,73 in,190 lb
5319,Erik Sonnenberg,Germany,Europe,Mamba CrossFit,25,,
5320,Daniel Considine,United States,North America East,CrossFit East Nashville,35,73 in,195 lb
5321,Rory Sherriff,United Kingdom,Europe,CrossFit Mobilus Chinatown,31,185 cm,88 kg
5322,Samuel Dwenger,United States,North America East,CrossFit Hyattsville,25,68 in,190 lb
5323,Justin West,Canada,North America East,CrossFit Max,28,67 in,175 lb
5324,Steven Proulx,Canada,North America East,L'Usine CrossFit Sherbrooke,34,70 in,175 lb
5325,Yeo Heejae,"Korea, Republic of",Asia,CrossFit Team K,31,,
5326,David Oropeza,Venezuela,South America,,34,175 cm,88 kg
5327,Rafe Lucado,Panama,North America East,CrossFit BloNo,33,167 cm,150 lb
5327,Andrew Wood,United States,North America West,CrossFit Del Rio,27,72 in,190 lb
5329,Bem Barreto,Paraguay,South America,,33,138 cm,86 kg
5330,Charlie Kaipati,Fiji,Oceania,Wiser 1 CrossFit,25,175 cm,102 kg
5330,Alessandro Morea,Italy,Europe,House of Sport CrossFit,30,194 cm,100 kg
5330,Usama Abouzied,Egypt,Africa,,19,,
5333,Connor Urbon,United States,North America East,CrossFit Unmatched,27,71 in,180 lb
5334,Hunter Duffy,United States,North America West,CrossFit Thousand Lakes,25,75 in,195 lb
5335,Nicolas Fredrickson,United States,North America West,CrossFit Fit Farm,30,70 in,178 lb
5336,Emilio Martinez,Costa Rica,North America East,,23,175 cm,80 kg
5337,Will Finn,Australia,Oceania,Concept CrossFit,22,185 cm,90 kg
5338,Dayton Hollern,United States,North America East,CrossFit KMC,33,72 in,160 lb
5339,Gabe Franklin,United States,North America East,Soy City CrossFit,27,71 in,205 lb
5340,Hirini Houia,New Zealand,Oceania,CrossFit Papamoa,33,173 cm,82 lb
5341,Pretty Boyd,United States,North America West,Choctaw CrossFit,33,70 in,207 lb
5342,Ezra Hana,Israel,Asia,,22,170 cm,80 kg
5343,Evan Shively,United Kingdom,Europe,CrossFit Murrayfield,22,69 in,185 lb
5344,Jesus Manuel Ramirez Pacheco,Mexico,North America West,,24,172 cm,165 lb
5344,Michael Schuman,United States,North America East,Southern Pines CrossFit,29,72 in,200 lb
5344,Codie Serrato,United States,North America East,Fort Meigs CrossFit,30,68 in,185 lb
5347,Bernardo Pizarro,Brazil,South America,Baita CrossFit,21,176 cm,78 kg
5348,Sam Beyer,United States,North America East,CrossFit Adept,25,,
5349,Eric O'Loughlin,United States,North America East,CrossFit Kokua,26,71 in,190 lb
5350,Jack Mayo,United States,North America East,Gulf Shores CrossFit,26,,
5350,Jeremy Norberg,United States,North America West,CrossFit St Louis Park,33,71 in,185 lb
5352,Phil Karpierz,Australia,Oceania,Fitness Alley CrossFit,35,,
5352,Robert Brunelle Jr,United States,North America East,CrossFit 585,25,68 in,175 lb
5354,Mateus Jung,Brazil,South America,CrossFit Campeche,34,174 cm,84 kg
5355,Ryan Zirger,Canada,North America East,VA CrossFit,26,,
5356,Erik Larsson Wikström,Sweden,Europe,CrossFit Highway,29,180 cm,80 kg
5357,Carlos Canada,Spain,Europe,CrossFit Jaen,26,,
5358,Watchirawut Kaewbut,Thailand,Asia,,27,,
5359,Coleton Johnston,United States,North America West,CrossFit Four Pillars,18,72 in,180 lb
5360,Austin Traub,United States,North America West,CrossFit Oakdale,30,73 in,190 lb
5361,Paul Dillaway,United States,North America East,CrossFit Coconut Grove,37,70 in,195 lb
5362,Elliot Jacobs,United Kingdom,Europe,Market Town CrossFit,26,74 in,223 lb
5363,Brady Seals,United States,North America East,CrossFit Bay Minette,20,68 in,180 lb
5364,Alexandre Gimenez,France,Europe,CrossFit CSH,30,178 cm,87 kg
5365,Eliezer Dumas,Nicaragua,North America East,,39,64 in,168 lb
5366,Gwanghui Lee,"Korea, Republic of",Asia,CrossFit Team K,27,,
5367,Quinn O'Connell,United States,North America East,CrossFit Route 7,30,78 in,230 lb
5367,Cameron Leedle,United States,North America East,,32,,
5367,David Hamelin,Canada,North America East,CrossFit Les Coteaux,29,169 cm,185 lb
5370,Austin Miller,United States,North America West,North Ankeny CrossFit,27,74 in,195 lb
5370,Mauricio Aviles,Mexico,North America West,,22,172 cm,80 kg
5370,Benjamin Putzig,France,Europe,CrossFit Habsheim,26,,
5373,Gaines Elmore,United States,North America East,CrossFit Carnivore,32,,
5374,Zach Kirkpatrick,United States,North America East,CrossFit 1825,37,67 in,175 lb
5374,Jesse Garren,United States,North America East,CrossFit Courageous,28,64 in,173 lb
5376,Kyle Ridley,Australia,Oceania,Snake CrossFit,29,177 cm,78 kg
5377,Benjamin Gaubert,France,Europe,CrossFit Armorica,28,,
5378,Tyler Proffitt,United States,North America West,Mac Town CrossFit,28,73 in,195 lb
5379,Maverick Ferretti,Switzerland,Europe,CrossFit Raven,25,,
5380,Kevin Jewell,United States,North America East,CrossFit Kokomo,33,71 in,188 lb
5381,Justin Dunnam,United States,North America West,Ragin' CrossFit,25,,
5382,Teruaki Maruyama,Japan,Asia,CrossFit Motomachi Bay,29,170 cm,70 kg
5383,Joshua Scaife,United States,North America East,CrossFit Reignited ILM,28,68 in,170 lb
5384,Daan Meulendijks,Netherlands,Europe,CrossFit Fabriek 0492,31,183 cm,89 kg
5384,Chris Haberreiter,Austria,Europe,CrossFit Viertel Zwei,35,182 cm,89 kg
5386,Juston Edwards,United States,North America West,CrossFit Fair Oaks Ranch,30,74 in,220 lb
5387,Bayden Grob,Australia,Oceania,CrossFit Border,22,177 cm,85 kg
5388,Chris Moulam-Jones,United Kingdom,Europe,CrossFit 115,26,172 cm,73 kg
5388,Carlos Vieira,Portugal,Europe,CrossFit D'el Rei,32,177 cm,80 kg
5390,Skyler Tebo,United States,North America West,,27,74 in,205 lb
5391,Orlando Castillo,Venezuela,South America,,29,69 in,182 lb
5392,Ellis Acaster,United Kingdom,Europe,The Northman CrossFit,34,182 cm,85 kg
5393,Kopi Varju,Sweden,Europe,Tullinge CrossFit,19,183 cm,85 kg
5394,Devon Lorentzen,United States,North America East,CrossFit Viera,28,67 in,180 lb
5395,Maël Meignen,Belgium,Europe,CrossFit Wild Wall,29,184 cm,79 kg
5396,Thomas Watt,Canada,North America West,Undefeated CrossFit,26,69 in,170 lb
5397,Sebastien Denomme,Canada,North America East,CrossFit Mascouche,27,,
5398,Kyle Edwards,Australia,Oceania,CrossFit HF,24,,
5398,Alex Lendt,United States,North America West,CrossFit Minnetonka,30,,
5400,Lucas Ferrari,Brazil,South America,CrossFit Union Square,23,177 cm,81 kg
5401,Rami Hasbany,Lebanon,Asia,,28,,
5402,Drew Balfour,United States,North America East,CrossFit Townie,32,69 in,180 lb
5403,Henning Heinrich,Germany,Europe,CrossFit Untersberg,33,181 cm,87 kg
5404,John Hyde,United States,North America East,CrossFit Salvation,27,70 in,172 lb
5405,Niels Vunderink,Netherlands,Europe,CrossFit Honest,27,,
5406,Jesper Okko,Finland,Europe,CrossFit Solid,34,180 cm,95 kg
5407,Edwin Del Pezo,Ecuador,South America,Compa CrossFit,30,170 cm,160 lb
5408,Chase Smith,United States,North America West,Water Bear CrossFit,34,69 in,195 lb
5408,Daniel Jahn,Austria,Europe,CrossFit Herzblut,30,170 cm,80 kg
5410,Jeremy Kalminski,United States,North America East,CrossFit Undisclosed,22,73 in,210 lb
5411,Zach Glaser,United States,North America East,Midnight City CrossFit,29,72 in,210 lb
5412,Brandon Grimes,United States,North America West,CrossFit Detroit Lakes,39,70 in,180 lb
5413,David Bertschy,Switzerland,Europe,CrossFit Caplatio,28,,
5413,Kodee Voss,Australia,Oceania,CrossFit Newstead,32,,
5415,James Hope,United Kingdom,Europe,CrossFit Heathrow,34,67 in,82 kg
5415,Aymeric Soeffers,Belgium,Europe,CrossFit Chapelle-lez-Herlaimont,27,184 cm,84 kg
5417,Zachary Miller,United States,North America East,Ironton CrossFit,26,68 in,173 lb
